rep,split,block,stat,df,p_chi2,reject
0,train,A5_outcome_base,8.654082716553722,2,0.013206563233818414,True
0,train,A2_outcome_disc,18.605890843999443,2,9.115534472237119e-05,True
0,train,A2_outcome_clarity,18.85432499366711,2,8.050731590725224e-05,True
0,train,A2_outcome_len,58.390641938521924,2,2.09277040141842e-13,True
0,train,A2_outcome_full,197.00725996374263,6,0.0,True
0,train,A5_outcome|A2_outcome_full,43.21727135589478,2,4.1256154048596727e-10,True
0,test,A5_outcome_base,10.073208039341264,2,0.006495770412370261,True
0,test,A2_outcome_disc,1.5952534766719952,2,0.45039660571761475,False
0,test,A2_outcome_clarity,0.13170017546026702,2,0.9362712123140593,False
0,test,A2_outcome_len,12.391720522507764,2,0.002037849362574118,True
0,test,A2_outcome_full,21.223330114452843,6,0.001672555639962714,True
0,test,A5_outcome|A2_outcome_full,2.127295589927438,2,0.3451943128109658,False
1,train,A5_outcome_base,22.506831853957692,2,1.296294147690169e-05,True
1,train,A2_outcome_disc,13.59288146772838,2,0.0011177464332498,True
1,train,A2_outcome_clarity,15.730474837722163,2,0.00038385817142028156,True
1,train,A2_outcome_len,53.38115950435145,2,2.561062473205311e-12,True
1,train,A2_outcome_full,173.08806636789387,6,0.0,True
1,train,A5_outcome|A2_outcome_full,35.1958989848821,2,2.27670962082982e-08,True
1,test,A5_outcome_base,5.20731514600614,2,0.07400241338469571,False
1,test,A2_outcome_disc,3.9039926283601343,2,0.14199033115170812,False
1,test,A2_outcome_clarity,2.90513057155263,2,0.2339693194279555,False
1,test,A2_outcome_len,5.098504787467764,2,0.07814006216987546,False
1,test,A2_outcome_full,37.069063527179615,6,1.7071345507213564e-06,True
1,test,A5_outcome|A2_outcome_full,5.7936029986212425,2,0.05519949361896603,False
2,train,A5_outcome_base,23.382500391961713,2,8.366706864548767e-06,True
2,train,A2_outcome_disc,17.482641433426803,2,0.00015984264159374373,True
2,train,A2_outcome_clarity,9.294576669579842,2,0.009587564979490315,True
2,train,A2_outcome_len,60.88756568290181,2,6.006306563222097e-14,True
2,train,A2_outcome_full,197.42282540017467,6,0.0,True
2,train,A5_outcome|A2_outcome_full,43.82386084265059,2,3.0462776745565634e-10,True
2,test,A5_outcome_base,6.587319266280861,2,0.037117763139127624,True
2,test,A2_outcome_disc,0.6417812157152724,2,0.7255026109342856,False
2,test,A2_outcome_clarity,4.179164436464785,2,0.12373882084346588,False
2,test,A2_outcome_len,21.344605320226357,2,2.3178100707177407e-05,True
2,test,A2_outcome_full,49.91274718701672,6,4.894257665810642e-09,True
2,test,A5_outcome|A2_outcome_full,12.286690762760125,2,0.0021477266220103486,True
3,train,A5_outcome_base,10.527487105224717,2,0.005175892180752983,True
3,train,A2_outcome_disc,8.150731817750037,2,0.016985998212211695,True
3,train,A2_outcome_clarity,16.233996922139678,2,0.00029842304589366986,True
